Country Name,Country Code,Series Name,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Estimate,0.37056464,0.544822037,0.634750009,0.673131645,0.638511062,0.640602827,0.610500574,0.596146762,0.39279601,0.491417795,0.384215951
Cuba,CUB,Regulatory Quality: Estimate,-1.580737233,-1.324815989,-1.249272585,-1.35518074,-1.351480842,-1.479342222,-1.505015373,-1.530463457,-1.454427838,-1.381859422,-1.501361966
Cuba,CUB,Rule of Law: Estimate,-0.698942661,-0.654899538,-0.71814841,-0.458859444,-0.449702054,-0.463792056,-0.340494514,-0.285385042,-0.419912159,-0.461449683,-0.453039199
Cuba,CUB,Voice and Accountability: Estimate,-1.478765368,-1.544993758,-1.558025599,-1.559760809,-1.552194595,-1.456024051,-1.439603329,-1.418159366,-1.421977043,-1.339312434,-1.248908997
Cyprus,CYP,Control of Corruption: Estimate,1.238527775,1.070675373,0.971173227,0.78945446,0.746647298,0.607749343,0.598950326,0.349943221,0.369423598,0.421445221,0.332707405
Cyprus,CYP,Government Effectiveness: Estimate,1.359903574,1.135199547,1.017550707,0.92626673,0.885378718,0.883620501,0.955758095,0.839448512,0.697915256,0.730335236,0.737739921
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,0.563347161,0.551882088,0.542449117,0.593786836,0.53097415,0.484542251,0.544598222,0.288777649,0.422150671,0.423811227,0.409627169
Cyprus,CYP,Regulatory Quality: Estimate,0.910857201,1.094099283,1.047650456,1.040424824,1.018480539,0.862575233,0.999724805,0.993247628,0.845392525,0.773753822,0.778258264
Cyprus,CYP,Rule of Law: Estimate,1.029958487,1.074716806,1.010267019,0.693160892,0.854454517,0.721053481,0.726727247,0.547239065,0.605679333,0.570125759,0.628040314
Cyprus,CYP,Voice and Accountability: Estimate,0.98077035,1.019945383,1.031616211,1.046518445,1.056258798,1.01570797,1.0466398,0.902293324,0.855743706,0.85035038,0.974570155
Czechia,CZE,Control of Corruption: Estimate,0.299111813,0.429756612,0.467913359,0.555945516,0.568141341,0.509728491,0.533485949,0.555441022,0.615270674,0.663074553,0.767809868
Czechia,CZE,Government Effectiveness: Estimate,0.915809274,1.031133413,1.025596142,1.008115768,1.03059423,0.951154172,0.919642746,0.910964906,1.069740176,1.093418837,1.114011407
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,1.084778547,0.989990473,0.970251083,0.963384211,0.990650773,1.026412845,0.94199568,0.912328005,0.947537839,0.814114571,0.967361629
Czechia,CZE,Regulatory Quality: Estimate,1.078564048,1.001393437,1.083915234,0.973719299,1.222556353,1.267307997,1.235328674,1.234668493,1.340872288,1.385898352,1.30448854
Czechia,CZE,Rule of Law: Estimate,1.023870587,1.138872147,1.107087374,0.988326967,1.088589311,1.019806266,1.017093539,1.018450618,1.090407252,1.100396514,1.142183661
Czechia,CZE,Voice and Accountability: Estimate,0.984483719,1.026631832,1.042741656,1.025281429,0.88014704,0.822354138,0.83415252,0.978554964,1.008247614,1.041141272,1.076549172
Denmark,DNK,Control of Corruption: Estimate,2.399377823,2.25215745,2.185854197,2.203002691,2.190749168,2.156995773,2.12164855,2.236486197,2.333371401,2.402638197,2.376053095
Denmark,DNK,Government Effectiveness: Estimate,1.943262935,1.784928679,1.794742465,1.821177006,1.746830583,1.810602069,1.87326777,1.840067387,1.959734082,1.990135074,2.015648842
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,0.959233463,0.951779723,0.887059271,0.852912426,0.854937553,0.931982338,0.967598736,0.920233727,0.928662658,0.868917704,0.85084796
Denmark,DNK,Regulatory Quality: Estimate,1.800287366,1.681104422,1.722940087,1.563642383,1.612157822,1.628394127,1.547632575,1.785724521,1.795592904,1.843127489,1.839519858
Denmark,DNK,Rule of Law: Estimate,1.902285337,2.100738287,2.015134811,1.882947206,1.80426836,1.773226142,1.833377361,1.80679369,1.895721316,1.899580598,1.908935905
Denmark,DNK,Voice and Accountability: Estimate,1.666237831,1.524556637,1.553068399,1.54204452,1.518103123,1.574022174,1.543434024,1.51478529,1.544975519,1.591254354,1.664699316
Djibouti,DJI,Control of Corruption: Estimate,-0.550392866,-0.59669584,-0.697522461,-0.689762235,-0.671423614,-0.743121624,-0.880485117,-0.752914548,-0.805005491,-0.793266594,-0.78092742
Djibouti,DJI,Government Effectiveness: Estimate,-0.98095417,-1.016117573,-1.017742515,-1.039555311,-1.086727023,-0.986045361,-0.818095088,-0.761062145,-0.83215642,-0.786802113,-0.731475413
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,-0.102187522,-0.77023226,-0.44767192,-0.628553987,-0.733945072,-0.133426666,-0.343388051,-0.448202372,-0.566324711,-0.507386088,-0.516700983
Djibouti,DJI,Regulatory Quality: Estimate,-0.543590784,-0.575449884,-0.752352297,-0.749578178,-0.689585388,-0.74160254,-0.821162224,-0.857029617,-0.885837376,-0.899799407,-0.933053493
Djibouti,DJI,Rule of Law: Estimate,-0.77461791,-0.875949562,-0.944797039,-1.000722885,-0.931997955,-0.950413644,-0.946187079,-1.042986751,-1.029474974,-1.102640748,-1.125167727
Djibouti,DJI,Voice and Accountability: Estimate,-1.471175194,-1.431537747,-1.412994623,-1.371107101,-1.406837702,-1.364745021,-1.423317075,-1.407038569,-1.296515584,-1.291223288,-1.274346471
Dominica,DMA,Control of Corruption: Estimate,0.692387104,0.691183269,0.60711211,0.624173343,0.6347422,0.535799265,0.521607757,0.556784511,0.547485948,0.539586186,0.544514537
Dominica,DMA,Government Effectiveness: Estimate,0.795055389,0.162609264,0.21450679,0.168494433,-0.242147714,-0.268966734,-0.253059536,-0.126768589,-0.120297246,-0.097323522,0.260825008
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,1.119856238,1.05717814,1.054432034,0.9776631,1.172776699,1.069058418,1.029941559,1.317089558,1.334130645,1.308010459,1.285264254
Dominica,DMA,Regulatory Quality: Estimate,0.287560463,0.282481492,0.240542606,0.178615317,0.136305436,0.125301272,0.151736706,0.268519282,0.28997007,0.341509432,0.308252662
Dominica,DMA,Rule of Law: Estimate,0.720875084,0.549958646,0.702053428,0.649963021,0.651219904,0.704450607,0.718337119,0.791576862,0.691698372,0.73418045,0.624852598
Dominica,DMA,Voice and Accountability: Estimate,0.966736019,1.067069411,0.878656805,0.898667991,0.884237766,0.796533346,0.866429508,0.870887697,0.81200403,0.796769261,0.786084831
Dominican Republic,DOM,Control of Corruption: Estimate,-0.912038088,-0.842135191,-0.873729885,-0.81047219,-0.78759861,-0.830888629,-0.83899039,-0.750963449,-0.590438902,-0.439807773,-0.449474931
Dominican Republic,DOM,Government Effectiveness: Estimate,-0.4889386,-0.456834704,-0.394820213,-0.290739775,-0.383381039,-0.388735533,-0.351295412,-0.281447858,-0.002571227,-0.068461061,0.128034413
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,0.207428694,0.145934492,0.227570921,0.241259411,0.152073905,0.012300388,-0.00311227,0.164981201,0.28738603,0.249287635,0.239014015
Dominican Republic,DOM,Regulatory Quality: Estimate,-0.021130007,0.033338461,0.014078783,-0.009296678,-0.038681243,-0.028536692,-0.018773297,0.023165073,0.077950858,0.069547787,0.171186909
Dominican Republic,DOM,Rule of Law: Estimate,-0.534985602,-0.383904725,-0.52951926,-0.39412418,-0.428010762,-0.365240544,-0.320300967,-0.171013609,-0.116350733,-0.093353353,-0.128592283
Dominican Republic,DOM,Voice and Accountability: Estimate,0.115321942,0.188916221,0.15422222,0.181855902,0.159204081,0.124981448,0.179251388,0.237134993,0.2947447,0.313117146,0.325887054
Ecuador,ECU,Control of Corruption: Estimate,-0.502911985,-0.741118491,-0.672376871,-0.680792749,-0.626104653,-0.629500389,-0.509275019,-0.504086554,-0.59461385,-0.630264878,-0.647337437
Ecuador,ECU,Government Effectiveness: Estimate,-0.448586315,-0.385554224,-0.394527704,-0.383570671,-0.352247715,-0.317793667,-0.367696136,-0.47050634,-0.241593525,-0.309278339,-0.494244993
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,-0.178656712,-0.018533209,-0.147344977,-0.091710433,-0.078932077,-0.094721168,-0.238217756,-0.270243227,-0.25738737,-0.371224314,-0.338139981
Ecuador,ECU,Regulatory Quality: Estimate,-0.83761102,-0.920283794,-1.141577363,-0.958474398,-1.023587346,-0.886888802,-0.796693981,-0.871133387,-0.719614744,-0.459721535,-0.718200982
Ecuador,ECU,Rule of Law: Estimate,-0.870363593,-0.970792294,-0.956418455,-0.649083614,-0.718140543,-0.663264275,-0.542950988,-0.540949643,-0.354992211,-0.620780826,-0.957790792
Ecuador,ECU,Voice and Accountability: Estimate,-0.252790272,-0.202547446,-0.211860508,-0.24726963,-0.172362104,0.000832675,0.031720877,-0.014699864,0.099666551,0.02739471,-0.061911304
"Egypt, Arab Rep.",EGY,Control of Corruption: Estimate,-0.614102066,-0.575518012,-0.60090673,-0.590893149,-0.495982349,-0.514722347,-0.655317545,-0.810433626,-0.705943346,-0.678962171,-0.747790396
"Egypt, Arab Rep.",EGY,Government Effectiveness: Estimate,-0.782936871,-0.716656744,-0.690327764,-0.536168873,-0.530632019,-0.454036295,-0.251354307,-0.446171612,-0.457696795,-0.44823131,-0.239516973
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,-1.6388309,-1.631176591,-1.49933219,-1.43972683,-1.429645896,-1.188121557,-1.124630809,-1.181932807,-1.032864332,-0.978700578,-0.866764307
"Egypt, Arab Rep.",EGY,Regulatory Quality: Estimate,-0.557433128,-0.687225044,-0.796363056,-0.89287591,-0.813245595,-0.804274797,-0.758563221,-0.571031153,-0.519896507,-0.713920832,-0.665456295
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,-0.735855699,-0.698402405,-0.601831138,-0.477475792,-0.448036134,-0.301445574,-0.332123339,-0.317483068,-0.260645717,-0.265604526,-0.184178427
"Egypt, Arab Rep.",EGY,Voice and Accountability: Estimate,-1.051649928,-1.180095315,-1.190082192,-1.204823852,-1.251432776,-1.324503541,-1.4439466,-1.481892228,-1.505134106,-1.450449944,-1.379389763
El Salvador,SLV,Control of Corruption: Estimate,-0.349343956,-0.375204563,-0.447838724,-0.556168318,-0.534349263,-0.58643496,-0.537863314,-0.577636421,-0.553710938,-0.642525256,-0.56131506
El Salvador,SLV,Government Effectiveness: Estimate,-0.121620633,-0.025264136,-0.285931021,-0.343923271,-0.387301892,-0.489993751,-0.531079948,-0.261266619,-0.341824085,-0.321259052,0.050439022
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,-0.033658903,-0.024590004,-0.020496048,-0.104568757,-0.263820261,-0.38915965,-0.120228313,-0.114992231,-0.091492087,-0.352474838,0.0023324
El Salvador,SLV,Regulatory Quality: Estimate,0.227205575,0.222213238,0.067986883,-0.050619148,-0.169971138,-0.016186897,-0.037950449,-0.08524321,-0.363843024,-0.46272406,-0.307905406
El Salvador,SLV,Rule of Law: Estimate,-0.637214184,-0.469334871,-0.61680752,-0.757978737,-0.87329191,-0.930314422,-0.866013646,-0.777085423,-0.866383195,-0.74221772,-0.369357318
El Salvador,SLV,Voice and Accountability: Estimate,-0.01314757,0.152574793,0.152256042,0.188607335,0.15420197,0.028985543,0.117883883,0.0697046,-0.060513262,-0.371244878,-0.474436671
Equatorial Guinea,GNQ,Control of Corruption: Estimate,-1.315907359,-1.540791154,-1.572475553,-1.603169918,-1.645761371,-1.543421268,-1.563867688,-1.539570451,-1.587349534,-1.601969361,-1.570372701
Equatorial Guinea,GNQ,Government Effectiveness: Estimate,-1.35611558,-1.162660003,-1.179073334,-1.164369941,-1.172330379,-1.196211457,-1.041347861,-1.215559959,-1.184058547,-1.297055483,-1.320349097
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,0.120355181,-0.374146551,-0.207799196,-0.14674297,-0.172019884,-0.090152286,-0.147898287,-0.221560776,-0.202735513,-0.236288592,-0.235371336
Equatorial Guinea,GNQ,Regulatory Quality: Estimate,-1.543533206,-1.465663552,-1.488685846,-1.55810082,-1.575709939,-1.655249238,-1.69174087,-1.714255929,-1.732519746,-1.493266106,-1.474425912
Equatorial Guinea,GNQ,Rule of Law: Estimate,-1.168515444,-1.317109466,-1.3342067,-1.390627146,-1.368349314,-1.423177361,-1.284753442,-1.158342361,-1.20275569,-1.408267856,-1.338686466
Equatorial Guinea,GNQ,Voice and Accountability: Estimate,-1.969981074,-1.975282669,-1.999409199,-1.947863102,-1.971175432,-1.873484969,-1.878974199,-1.810531259,-1.72473228,-1.704315662,-1.676851034
Eritrea,ERI,Control of Corruption: Estimate,-0.909558475,-0.885516047,-1.339490652,-1.344418287,-1.231316328,-1.322522044,-1.407732368,-1.340578318,-1.257548571,-1.282246232,-1.475264907
Eritrea,ERI,Government Effectiveness: Estimate,-1.552027225,-1.680772066,-1.679695249,-1.781511307,-1.797552109,-1.76837337,-1.802595377,-1.643217921,-1.695973754,-1.731297612,-1.793756127
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,-0.772372127,-0.805872619,-0.878453434,-0.662282407,-0.733444452,-0.609360635,-0.705968797,-0.992741048,-1.055682182,-0.957195044,-0.792767763
Eritrea,ERI,Regulatory Quality: Estimate,-2.227406979,-2.085847378,-2.066944361,-2.110893965,-2.170877934,-2.193431616,-2.192136765,-2.15805459,-2.279725552,-2.369392633,-2.362993002
Eritrea,ERI,Rule of Law: Estimate,-1.431133866,-1.567037106,-1.525414467,-1.662272573,-1.593086004,-1.619516611,-1.630799532,-1.490068078,-1.583521962,-1.773059487,-1.762055755
Eritrea,ERI,Voice and Accountability: Estimate,-2.196506262,-2.113125324,-2.10669589,-2.17071104,-2.166392803,-2.184137821,-2.205235481,-2.063122272,-1.930262685,-1.882927895,-1.862361073
Estonia,EST,Control of Corruption: Estimate,1.181444526,1.298770547,1.255370736,1.231093168,1.202630877,1.468503714,1.525247574,1.58082056,1.506608486,1.544712782,1.538122296
Estonia,EST,Government Effectiveness: Estimate,0.966788173,1.011212349,1.035938263,1.054597974,1.072290301,1.150558114,1.139766812,1.299006701,1.343293428,1.342632174,1.263469934
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,0.748215437,0.780257881,0.613857269,0.662796259,0.64237076,0.580415547,0.630197763,0.709816992,0.748589516,0.727880895,0.660533905
Estonia,EST,Regulatory Quality: Estimate,1.439240932,1.670609236,1.658324718,1.687963724,1.634040952,1.544832945,1.580124617,1.529534817,1.547994375,1.558964491,1.429643512
Estonia,EST,Rule of Law: Estimate,1.191370249,1.369859576,1.300507903,1.192592263,1.248477578,1.203457355,1.242725968,1.335088134,1.389358044,1.426283956,1.426388979
Estonia,EST,Voice and Accountability: Estimate,1.116829753,1.1702981,1.186918259,1.208197594,1.214544058,1.190202832,1.179304481,1.167182088,1.179385662,1.201954246,1.219925523
Eswatini,SWZ,Control of Corruption: Estimate,-0.228422225,-0.257097036,-0.21571207,-0.231943429,-0.072670229,-0.231804639,-0.325314105,-0.292263597,-0.697604001,-0.726303339,-0.734985471
Eswatini,SWZ,Government Effectiveness: Estimate,-0.370076358,-0.495312959,-0.540364742,-0.542009234,-0.491796851,-0.67234087,-0.638498247,-0.75438714,-0.751079679,-0.781404197,-0.884958327
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Estimate,-0.431911141,-0.500559747,-0.480209202,-0.494323075,-0.270877391,-0.377749622,-0.274377912,-0.040546946,-0.346009791,-0.210463792,-0.357591271
Eswatini,SWZ,Regulatory Quality: Estimate,-0.147563919,-0.220856681,-0.260019839,-0.263931721,-0.260979354,-0.506258011,-0.531037092,-0.492181957,-0.602753639,-0.718993604,-0.717471898
Eswatini,SWZ,Rule of Law: Estimate,-0.49297756,-0.311214298,-0.318581313,-0.378984034,-0.27456215,-0.276305735,-0.478315622,-0.499071807,-0.575523973,-0.645428061,-0.597746074
Eswatini,SWZ,Voice and Accountability: Estimate,-1.262073517,-1.335635543,-1.393375754,-1.432755709,-1.451391339,-1.368718982,-1.343684316,-1.329202294,-1.289533854,-1.221057534,-1.164638162
Ethiopia,ETH,Control of Corruption: Estimate,-0.501710415,-0.448165894,-0.476118475,-0.442086548,-0.582322061,-0.505317926,-0.434498817,-0.389672369,-0.422021747,-0.433258951,-0.465061635
Ethiopia,ETH,Government Effectiveness: Estimate,-0.620984316,-0.443245232,-0.712037623,-0.714294851,-0.75925535,-0.666894257,-0.661420763,-0.589582562,-0.650382698,-0.791824162,-0.768662095
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Estimate,-1.407307386,-1.339387417,-1.496942043,-1.617245197,-1.677230597,-1.274609208,-1.303762794,-1.753702998,-2.183831215,-2.070606232,-1.969567776
Ethiopia,ETH,Regulatory Quality: Estimate,-1.135668755,-1.078414083,-1.057965159,-1.109604597,-1.029797673,-0.984722435,-0.910632014,-0.975501299,-0.941965938,-0.948417425,-1.021079421
Ethiopia,ETH,Rule of Law: Estimate,-0.64965868,-0.468583733,-0.527201712,-0.507818699,-0.46982044,-0.444717616,-0.48202318,-0.402888596,-0.623265862,-0.63589406,-0.670203269
Ethiopia,ETH,Voice and Accountability: Estimate,-1.313131213,-1.284557462,-1.298305511,-1.402381063,-1.432620525,-1.161892176,-1.062489629,-1.036392808,-1.071099281,-1.048414946,-1.060667157
Fiji,FJI,Control of Corruption: Estimate,0.196483538,0.385087878,0.378061682,0.335585773,0.638820291,0.699951291,0.688054383,0.613366008,0.443440259,0.388872087,0.506272018
Fiji,FJI,Government Effectiveness: Estimate,-1.029848695,-0.400987983,-0.334282905,-0.280381352,0.2371822,0.774784267,0.762365401,0.59055531,0.660467982,0.593959332,0.490778685
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Estimate,-0.051027689,0.553164601,0.569660664,0.897029459,0.585380256,0.832882524,0.779334903,0.662797213,0.725106895,0.748508632,0.74434346
Fiji,FJI,Regulatory Quality: Estimate,-0.525646508,-0.256007999,-0.235928744,-0.228087187,0.064638801,0.039544772,0.033455677,-0.102151036,-0.005294391,-0.060217202,-0.090223096
Fiji,FJI,Rule of Law: Estimate,-0.72581166,-0.513779759,-0.362949073,-0.090100214,-0.081538334,0.176708773,0.422473401,0.197523907,0.300674289,0.32531625,0.304903954
Fiji,FJI,Voice and Accountability: Estimate,-0.90963608,-0.176666141,0.027761828,0.028682543,0.123874724,0.14592734,0.022421727,0.056078617,-0.17210117,-0.143952787,0.186145917
Finland,FIN,Control of Corruption: Estimate,2.200242758,2.15926671,2.21564579,2.186306953,2.162336588,2.171759129,2.113932848,2.17043972,2.237840652,2.246865034,2.221516609
Finland,FIN,Government Effectiveness: Estimate,2.180622101,2.025045633,1.843161941,1.841619015,1.977277756,2.013877869,1.972805023,1.901003957,1.918310881,1.754582405,1.738606572
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,1.385172486,1.282197237,1.027998209,0.982591867,1.063808203,0.891889691,0.835258842,0.981825113,0.963275969,0.894830108,0.713986695
Finland,FIN,Regulatory Quality: Estimate,1.841672182,1.877657652,1.825734973,1.806552529,1.812274694,1.779110193,1.840472221,1.850898266,1.887125611,1.77915287,1.765149355
Finland,FIN,Rule of Law: Estimate,1.955682635,2.124761581,2.053036451,2.007715702,2.02406764,2.034399033,2.012629032,2.018592119,2.013476133,1.957899809,1.967045903
Finland,FIN,Voice and Accountability: Estimate,1.57362318,1.541842341,1.543697,1.532104969,1.559548616,1.589352489,1.562997818,1.609511852,1.609369397,1.6067698,1.63263607
France,FRA,Control of Corruption: Estimate,1.304333687,1.287985563,1.247834802,1.328288913,1.224527001,1.2815516,1.248062253,1.122619987,1.281936288,1.259436131,1.184821844
France,FRA,Government Effectiveness: Estimate,1.482052445,1.412870884,1.417322278,1.380623579,1.308906794,1.419718504,1.33822,1.204251051,1.228540301,1.165212154,1.14462626
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,0.448744118,0.300568491,0.097759806,-0.106349595,0.265701532,0.013894104,0.271341234,0.280992836,0.325612366,0.393339217,0.343697965
France,FRA,Regulatory Quality: Estimate,1.149894834,1.074068427,1.115807652,1.058618426,1.146484733,1.147498608,1.431537747,1.189461946,1.230373263,1.188952327,1.153505445
France,FRA,Rule of Law: Estimate,1.402362823,1.453503013,1.36679554,1.351561904,1.398061872,1.396224737,1.371484876,1.298727274,1.259167552,1.180583358,1.180570841
France,FRA,Voice and Accountability: Estimate,1.219202757,1.218132377,1.206741929,1.13691318,1.152718186,1.15752542,1.115000129,1.065752983,1.104227185,1.110156775,1.154601336
French Guiana,GUF,Control of Corruption: Estimate,1.119600654,1.014001012,0.973310769,0.926197827,0.948437274,0.910790145,0.879425287,0.895248592,0.900853693,0.936901152,0.938142717
French Guiana,GUF,Government Effectiveness: Estimate,1.097277641,1.123562932,1.086709261,1.087015152,1.33417809,1.352403998,1.351168394,1.272966623,1.221716523,1.241958141,1.282079697
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Estimate,0.218277127,0.527634025,0.559771299,0.538475215,0.492240548,0.514353395,0.243910655,0.316793531,0.327761114,0.319849402,0.229917467
French Guiana,GUF,Regulatory Quality: Estimate,1.282283783,1.453038692,1.437460661,1.418123603,1.270511866,1.297700882,1.305004478,1.176329136,1.165433407,1.085572481,1.066761255
French Guiana,GUF,Rule of Law: Estimate,1.122933745,1.064054132,1.260816932,1.272001743,1.161651492,1.172646284,1.13091433,1.160431504,1.139391303,1.133675814,1.129120111
French Guiana,GUF,Voice and Accountability: Estimate,1.146903872,1.276832342,1.273994803,1.279492736,1.295654416,1.282823563,1.262565255,1.281850576,1.276924253,1.270555019,1.273919344
Gabon,GAB,Control of Corruption: Estimate,-0.634305477,-0.678029418,-0.723602355,-0.758754313,-0.8418926,-0.85915345,-0.887044489,-0.886901438,-0.86800009,-1.042976618,-1.01552844
Gabon,GAB,Government Effectiveness: Estimate,-0.868893802,-0.606707335,-0.759362698,-0.832691252,-1.004271269,-0.826597571,-0.957504511,-0.991475403,-0.81638217,-0.685424149,-0.779809296
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Estimate,0.330102742,0.149542809,0.015247292,-0.110105984,-0.1058909,-0.257340848,-0.075098619,-0.065772817,-0.075717323,0.060369402,-0.335527301
Gabon,GAB,Regulatory Quality: Estimate,-0.614103138,-0.693132579,-0.732971966,-0.717620611,-0.713986635,-0.889868915,-0.9584288,-0.881805599,-0.821126997,-0.702257216,-0.70481956
Gabon,GAB,Rule of Law: Estimate,-0.522603035,-0.473323464,-0.564373016,-0.611776114,-0.723504424,-0.719786108,-0.756188631,-0.679911435,-0.708188772,-0.823756874,-0.87269336
Gabon,GAB,Voice and Accountability: Estimate,-0.86339891,-0.866170287,-0.89451158,-0.968311489,-1.060099959,-0.961422682,-1.041593194,-0.977103651,-0.891519964,-0.880173981,-0.919151187
"Gambia, The",GMB,Control of Corruption: Estimate,-0.706211329,-0.694107413,-0.813720584,-0.850637615,-0.657835662,-0.50205189,-0.40711537,-0.424807698,-0.380903304,-0.275547713,-0.281129718
"Gambia, The",GMB,Government Effectiveness: Estimate,-0.740152121,-0.719993353,-0.990610838,-0.937365174,-0.745089054,-0.751373351,-0.765238345,-0.786214232,-0.676103711,-0.653572559,-0.590593457
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,-0.048636407,-0.151400715,0.016247632,-0.442044199,-0.094830938,-0.087496497,0.214491606,0.248035476,0.035330798,0.043973282,-0.012019929
"Gambia, The",GMB,Regulatory Quality: Estimate,-0.377716362,-0.498851091,-0.580959022,-0.581205726,-0.511482894,-0.673881352,-0.717234313,-0.759016037,-0.88969934,-0.714570105,-0.63958782
"Gambia, The",GMB,Rule of Law: Estimate,-0.649502039,-0.696650505,-0.745471299,-0.798708558,-0.45393157,-0.455757111,-0.405600309,-0.393534988,-0.405620903,-0.455120772,-0.374314547
"Gambia, The",GMB,Voice and Accountability: Estimate,-1.257421374,-1.267685771,-1.45970583,-1.260524273,-0.621979296,-0.215590522,-0.249280497,-0.200950474,-0.104992867,-0.040755883,-0.04100858
Georgia,GEO,Control of Corruption: Estimate,0.46361962,0.828279138,0.700735152,0.713530719,0.759495616,0.724816799,0.716545463,0.601492643,0.661079526,0.620420039,0.617694795
Georgia,GEO,Government Effectiveness: Estimate,0.606947124,0.424183518,0.263111502,0.420896292,0.481504321,0.518133521,0.76619947,0.716738403,0.616529405,0.650143087,0.791285872
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,-0.441366166,-0.321507543,-0.472153753,-0.320115089,-0.375214756,-0.447562873,-0.498171955,-0.42961064,-0.429620236,-0.436530054,-0.335554123
Georgia,GEO,Regulatory Quality: Estimate,0.725804985,0.760027528,0.750866294,0.861489713,0.949060202,1.031990647,1.026524186,1.001167655,1.05341959,1.032308698,0.946578145
Georgia,GEO,Rule of Law: Estimate,0.004909956,0.224748969,0.222805411,0.335771918,0.262742728,0.270510763,0.248691544,0.222878128,0.144436762,0.169469416,0.177279338
Georgia,GEO,Voice and Accountability: Estimate,0.138750941,0.284588665,0.274659216,0.295699269,0.26513508,0.229046494,0.168092743,0.055609059,0.010173449,0.015639827,0.034713134
Germany,DEU,Control of Corruption: Estimate,1.798000813,1.812294841,1.775833249,1.781293988,1.796975613,1.898398638,1.865103364,1.825341582,1.782924771,1.818363428,1.664166212
Germany,DEU,Government Effectiveness: Estimate,1.5104146,1.664824605,1.656397581,1.66018796,1.613111734,1.523563743,1.495345831,1.313688159,1.289112926,1.289299607,1.185416698
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,0.92798388,0.925186455,0.687514961,0.667541146,0.574381292,0.577865243,0.548539877,0.645049155,0.725788176,0.628491879,0.586989284
Germany,DEU,Regulatory Quality: Estimate,1.544340372,1.697039127,1.711914659,1.80655396,1.775263429,1.756326795,1.714938879,1.577934742,1.625161171,1.522294998,1.456974983
Germany,DEU,Rule of Law: Estimate,1.641983867,1.850204706,1.759140015,1.583301544,1.574070454,1.591375351,1.581319332,1.520127773,1.571804762,1.531995177,1.551207781
Germany,DEU,Voice and Accountability: Estimate,1.406130433,1.436296225,1.422137141,1.364667416,1.432480812,1.443117142,1.354028225,1.373909116,1.419566989,1.414487004,1.461385727
Ghana,GHA,Control of Corruption: Estimate,-0.096715234,-0.195330203,-0.210838303,-0.175533578,-0.253390342,-0.13836363,-0.108660869,-0.127223,-0.128043622,-0.064371035,-0.099021114
Ghana,GHA,Government Effectiveness: Estimate,-0.134414941,-0.307953179,-0.319785863,-0.254053384,-0.187149078,-0.319947094,-0.289961249,-0.196979344,-0.176513523,-0.106421269,-0.092661589
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,0.060606085,-0.106807962,-0.038228907,-0.138907716,0.082036987,-0.036643028,0.118526869,0.169901907,0.065852456,-0.195024788,-0.021620704
Ghana,GHA,Regulatory Quality: Estimate,0.06181078,-0.047670737,-0.107558236,-0.299607873,-0.188691199,-0.141936392,-0.185462952,-0.13057971,-0.215175912,-0.178818703,-0.180652201
Ghana,GHA,Rule of Law: Estimate,0.154123291,0.063402399,0.123091638,0.03323007,0.105520524,0.051087148,0.012740804,-0.082128517,-0.107684419,-0.079547338,-0.099637888
Ghana,GHA,Voice and Accountability: Estimate,0.438787639,0.461614341,0.488243818,0.583152056,0.596182525,0.557817578,0.550379992,0.552889407,0.469472468,0.40015313,0.410351545
Greece,GRC,Control of Corruption: Estimate,-0.075443044,-0.136098176,-0.119139403,-0.134527221,-0.112043098,-0.056208048,0.013698228,0.031950839,0.183011442,0.037597861,0.097846925
